弹幕时间,弹幕内容
2023-02-17 12:52:51,民族和国家利益高于一切！
2022-03-18 09:16:02,这块儿配上《巧奔妙逃》的《弹棉花》挺好
2022-02-10 20:03:31,弹棉花哟
2021-07-20 21:36:51,弹棉花哟，弹棉花~半斤棉花弹成八两八
2021-05-23 20:22:57,变形金刚都来彩棉了 米国少说俩局
2021-04-23 20:07:00,瞧这棉花多欢乐啊
2021-04-09 01:42:55,！ ，！！？？！？！？！！  ？-！ 
2021-04-03 10:19:30,好听，喜庆啊
2021-03-29 19:18:20,哈哈哈哈哈
2021-03-28 17:59:32,我现在鞋子一个大大的adidas，很尴尬
2021-03-28 15:09:50,对，飞跃冲冲冲！
2021-03-27 19:29:50,爷青回
2021-03-27 18:52:26,HM你算个屁
2021-03-27 13:45:38,哇
2021-03-27 12:26:01,这bgm一秒想到阿凡提
2021-03-27 08:53:06,年度科幻巨作：BV16b4y1Q72Y
2021-03-27 01:10:44,怎么哔站没有封hm的视频可看？
2021-03-27 00:15:09,我把我那双耐克鞋烧了
2021-03-27 00:14:47,画画灵感来了
2021-03-26 22:49:55,笑死我了哈哈哈哈哈
2021-03-26 22:34:37,叉车、货车什么时候才能站起来
2021-03-26 21:28:17,孜然味的歌
2021-03-26 20:55:30,一家一床被子的事
2021-03-26 20:54:26,这不换床被子说不过去
2021-03-26 20:29:14,亚克亚克西
2021-03-26 20:15:10,海南为什么不能种棉花呜呜呜呜呜
2021-03-26 20:14:54,太可爱啦
2021-03-26 20:06:26,亚克西
2021-03-26 19:56:19,厉害了
2021-03-26 19:43:27,扑在棉花堆里打滚儿
2021-03-26 16:54:36,这一头栽进去这是很舒服
2021-03-26 16:35:51,哈哈哈哈
2021-03-26 15:50:37,亚克西
2021-03-26 15:18:07,可不可以多放点这种歌曲
2021-03-26 15:03:33,外国作死
2021-03-26 14:49:23,人民的棉花比白豚白
2021-03-26 13:07:48,李宁买起来
2021-03-26 12:46:24,笑死我了
2021-03-26 12:43:52,亚克西～～
2021-03-26 09:01:37,支持李宁
2021-03-26 08:10:33,买的莆田，我和耐克没有商业来往
2021-03-26 07:13:02,伤十指不如断其一指，大家盯着HM就可以了
2021-03-26 07:12:41,伤十指不如断其一指，大家盯着HM就可以了
2021-03-26 02:29:02,哈哈哈哈哈
2021-03-26 01:47:10,亚克西～
2021-03-26 01:38:42,这歌从小听到大好有回忆
2021-03-26 01:14:23,我们需要优质价廉的国产品牌
2021-03-26 00:20:22,给力泱泱大国
2021-03-25 23:48:54,耐克和阿迪我没买过，我没锅
2021-03-25 23:47:47,亚克西
2021-03-25 23:41:45,弹棉花啊弹棉花
2021-03-25 23:36:10,所以一斤棉花和一斤铁哪个更重？
2021-03-25 23:30:49,兄弟们我先投币
2021-03-25 23:19:44,✓和阿迪打死滚吧
2021-03-25 22:51:11,在这里面打滚是不是得老舒服了呜呜呜
2021-03-25 22:37:44,可爱
2021-03-25 22:35:03,真的白白的好可爱
2021-03-25 21:55:01,来个链接啊
2021-03-25 21:26:23,这歌太喜庆了  哈哈哈
2021-03-25 21:26:22,下雪了？
2021-03-25 21:25:56,很想学这歌
2021-03-25 21:21:40,支持国货
2021-03-25 21:15:35,bgm好欢乐呀(๑• . •๑)
2021-03-25 21:01:20,天鹅棉机
2021-03-25 20:54:16,耐克一扔
2021-03-25 20:53:28,想吃
2021-03-25 20:40:21,nike做相机的吗？像素不行啊！
2021-03-25 20:35:26,哈哈哈哈亚克西
2021-03-25 19:53:25,来团了 跟上
2021-03-25 19:51:23,有内味了
2021-03-25 19:27:20,我要买十斤！！！
2021-03-25 19:19:46,好！
2021-03-25 19:13:56,机器人也是人（狗头）
2021-03-25 18:54:19,歌儿太好听了
2021-03-25 18:33:54,爷青回
2021-03-25 18:32:50,全中国最好的棉花，他们跟我们闹呢？
2021-03-25 18:30:58,咱们自己用
2021-03-25 18:25:17,软乎乎
2021-03-25 17:51:14,好哈哈哈哈哈哈哈哈哈哈
2021-03-25 17:32:04,好想扑进去啊！
2021-03-25 17:31:29,不买阿迪 耐克了  买李宁安踏匹克
2021-03-25 17:22:08,熟悉的节奏
2021-03-25 17:16:07,好可爱的爪爪
2021-03-25 17:04:45,这棉花不香？
2021-03-25 17:03:02,被压迫了我这大利器～
2021-03-25 16:55:24,从此以后，我在也不会买耐克了
2021-03-25 16:54:53,在也不买耐克了
2021-03-25 16:40:07,只会烧掉表面 下面没事
2021-03-25 16:23:36,亚克西亚克西。。西方鬼子不敢进村面对现实
2021-03-25 16:18:31,耐克，阿迪达斯，新百伦都有抵制
2021-03-25 16:16:27,这个是原唱嘛我觉得我忘了词了
2021-03-25 16:15:33,可爱的棉fa
2021-03-25 16:13:55,新华社yyds
2021-03-25 16:12:00,亚克西亚克西
2021-03-25 16:01:00,兄弟们买起来
2021-03-25 15:57:56,很有时代感
2021-03-25 15:42:14,支持国产品牌
2021-03-25 15:40:35,翻译组呢？
2021-03-25 15:40:06,代入感太强已经开始打喷嚏了
2021-03-25 15:37:51,三连
2021-03-25 15:24:11,哈哈哈哈哈哈哈哈哈
2021-03-25 15:23:23,好嗨哟
2021-03-25 15:20:24,好有年代感
2021-03-25 15:09:41,哈哈哈哈哈哈哈哈哈哈哈哈
2021-03-25 15:07:16,好想扑上去
2021-03-25 14:58:37,哈哈哈哈哈哈哈
2021-03-25 14:50:47,想听，弹棉花
2021-03-25 14:45:41,汽车人永不为奴
2021-03-25 14:42:28,亚克西哈哈哈哈
2021-03-25 14:38:21,海岛棉
2021-03-25 14:15:57,好活当赏
2021-03-25 14:08:50,飞跃！！！飞跃也很nice！！！
2021-03-25 14:07:58,冤枉你的人比你还知道你有多冤
2021-03-25 13:53:51,求求了，不要乱科普，亚克西是好，优秀的意思
2021-03-25 13:52:25,我还以为西游记的呀呼嘿要来了
2021-03-25 13:49:19,永远跟着新华社走，不会有错的
2021-03-25 13:47:31,好想扑进去打滚！
2021-03-25 13:47:04,又想欺负我们！！
2021-03-25 13:43:34,亚克西是好的意思
2021-03-25 13:22:38,耐克，滚蛋！正好爷之前买的nike烂了，爷买李宁去
2021-03-25 13:17:08,足立健
2021-03-25 13:03:46,bgm鬼才
2021-03-25 13:02:56,支持一波洁丽雅
2021-03-25 12:59:29,哈哈哈，上头
2021-03-25 12:59:25,根本无关痛痒 我们的棉花根本不够用哈哈哈哈哈
2021-03-25 12:57:13,三连先点上
2021-03-25 12:57:09,抵制HM和耐克
2021-03-25 12:55:50,软乎乎
2021-03-25 12:55:31,太喜欢这个歌啦
2021-03-25 12:47:26,transformer lives matter!
2021-03-25 12:46:17,支持！
2021-03-25 12:44:03,阿凡提
2021-03-25 12:42:55,挖掘机好可爱
2021-03-25 12:39:04,真不戳
2021-03-25 12:36:01,这棉花，长得真的好好看
2021-03-25 12:30:21,淘宝搜“h和m”“h”试试，淘宝真有你的
2021-03-25 12:27:54,这歌太好听了，上头
2021-03-25 12:27:13,污蔑不用钱，但要付出代价！
2021-03-25 12:26:46,哈哈哈想舞起来
2021-03-25 12:25:21,哈哈哈哈哈哈哈哈
2021-03-25 12:19:51,弹棉花
2021-03-25 12:17:44,喜庆
2021-03-25 12:17:14,严查耐克
2021-03-25 12:16:04,抽根烟休息会
2021-03-25 12:15:53,这段好听
2021-03-25 12:14:22,为奴十二年
2021-03-25 12:08:39,开团还是来看我新华社
2021-03-25 12:07:47,我们自己支持
2021-03-25 12:06:54,国产品牌崛起
2021-03-25 12:05:44,抵制hm
2021-03-25 12:03:00,哈哈哈哈哈
2021-03-25 12:00:36,什么是差距呢，凤梨吃到吐，棉花不够分
2021-03-25 11:58:10,棉花大丰收
2021-03-25 11:57:33,哈哈哈哈哈哈哈
2021-03-25 11:52:39,233333
2021-03-25 11:43:24,哈哈哈哈哈哈哈
2021-03-25 11:42:08,白哗哗的
2021-03-25 11:41:38,官方
2021-03-25 11:37:31,这是怎么了啊
2021-03-25 11:13:40,人民万岁
2021-03-25 10:00:13,宣  传
2021-03-25 07:24:12,紧跟时事
2024-02-11 21:34:43,弹棉花呀弹呀弹棉花，半斤棉花弹成8两8
2024-01-30 18:54:58,好听
2024-01-21 12:07:57,弹棉花喽半斤棉花弹成了八两八
2022-11-13 09:21:01,弹棉花hhh
2022-11-13 09:20:27,声音
2022-08-13 15:42:14,弹棉花咯
2022-07-08 01:29:54,新疆长绒棉！
2022-06-19 14:58:36,举手
2022-06-19 09:39:08,自此以后耐克阿迪都没再看一眼
2022-06-16 21:55:36,弹棉花~喽——！（
2022-04-30 21:05:07,弹棉花呦～
2022-04-30 21:04:48,弹棉花呦～
2022-04-30 21:04:38,弹棉花呦～
2022-04-30 21:04:26,弹棉花呦～
2022-04-30 21:03:24,弹棉花呦～
2022-03-31 13:16:08,俺新疆老家，
2022-03-20 15:33:46,《弹棉花2.0》
2022-03-09 13:01:54,想有字幕
2022-02-06 12:51:08,果然还是国货好
2022-02-02 00:41:58,刚刚从弹棉花过来的，举手。
2022-01-24 12:36:25,弹棉花喽
2022-01-04 21:44:20,弹棉花咯，弹棉花[doge]
2021-12-25 14:21:25,下雪了！下雪了！
2021-11-28 11:26:50,我还买了一床棉被呢，就是现在快热死了
2021-11-24 00:48:26,太漂亮了。
2021-11-21 13:10:13,从弹棉花来的
2021-11-09 00:51:52,从弹棉花过来
2021-10-30 14:24:57,哈哈哈哈哈哈哈哈哈哈
2021-10-29 10:22:08,新词！！！！
2021-10-18 22:53:00,一秒回到童年
2021-05-23 23:33:45,棉花好可爱
2021-05-19 15:29:28,亚克西!
2021-05-11 11:11:04,丰收了！
2021-05-09 16:26:11,支持国产
2021-05-09 16:25:29,哈哈哈哈哈
2021-05-08 13:03:37,好活儿！赏！
2021-05-08 10:42:12,弹棉花嘞弹棉花～半斤棉花弹成八两八～
2021-05-07 23:10:44,再来一遍
2021-05-07 10:20:14,亚克西是好的意思
2021-05-07 10:19:33,哈哈哈哈哈哈哈好可爱
2021-05-07 10:19:20,熟悉的音乐
2021-05-03 23:26:19,是的哈
2021-05-03 23:25:59,对的呀哈哈
2021-05-03 20:04:01,这次一定
2021-04-23 19:00:34,从弹棉花那里过来的
2021-04-19 16:15:52,白花花的，软绵绵的
2021-04-18 14:20:22,亚克西
2021-04-14 22:54:00,亚克西
2021-04-11 19:04:22,支持国货
2021-04-11 07:21:10,好听
2021-04-09 01:43:36,？ ？？、？？？。！？！  ？
2021-04-09 01:41:21, ！！｀ 9--- ？？！！：、   
2021-04-07 19:55:01,弹棉花喽
2021-04-06 14:28:29,亚克西
2021-04-05 22:19:32,翻译成英语！
2021-04-05 09:39:06,三连成功
2021-04-04 23:10:34,好可爱的棉花
2021-04-04 22:01:27,这棉花不香吗？
2021-04-04 18:49:02,看起来好好吃哦
2021-04-04 18:44:40,纯如雪
2021-04-04 16:21:09,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2021-04-04 15:03:42,好想吃？？？
2021-04-04 11:48:52,太欢乐了哈哈哈哈哈
2021-04-03 21:54:39,亚克西~
2021-04-03 13:32:07,燃燃燃！
2021-04-03 02:03:00,hm
2021-04-02 23:27:30,弹棉花 
2021-04-02 21:12:30,据说一般人买不到
2021-04-02 20:26:54,李宁学着点
2021-04-02 10:58:58,哈哈哈哈哈哈哈哈哈
2021-04-01 12:47:17,好歌好歌
2021-03-31 12:21:02,哈哈哈哈哈哈
2021-03-31 10:56:11,66666
2021-03-31 08:41:19,听着就干劲儿十足
2021-03-30 23:21:01,哈哈哈
2021-03-30 22:11:33,喜庆哎
2021-03-30 22:11:24,喜庆
2021-03-30 15:27:44,bgm有毒
2021-03-30 14:06:58,这棉花好
2021-03-30 14:06:22,好听
2021-03-30 07:50:34,祖国万岁
2021-03-30 02:01:30,弹棉花
2021-03-29 22:21:22,耶
2021-03-29 21:02:06,支持
2021-03-29 20:59:31,冲冲冲
2021-03-29 19:17:18,隔壁小孩都馋哭了
2021-03-29 19:16:51,这个印板好呀
2021-03-29 18:34:27,亚克西
2021-03-29 16:57:59,支持
2021-03-29 13:38:42,亚克西
2021-03-29 11:16:38,助理西部开发
2021-03-29 11:01:13,哈哈哈哈好可爱
2021-03-28 23:41:23,哈哈哈哈哈哈哈啊哈哈哈哈笑死我了可爱
2021-03-28 23:10:23,亚克西亚克西
2021-03-28 22:57:03,好东西终于可以内销了
2021-03-28 21:28:05,亚克西
2021-03-28 21:22:55,我要学歌
2021-03-28 20:30:05,歌好听
2021-03-28 17:27:10,亚克西
2021-03-28 13:13:01,这棉花白花花的看着真让人开心
2021-03-28 12:56:08,哇想打滚！
2021-03-28 12:17:19,绵花强大
2021-03-28 11:53:27,看着好舒服！！
2021-03-28 11:53:02,哈哈哈哈哈哈哈
2021-03-28 11:14:12,三联有了
2021-03-28 11:13:36,这一幕太赞了！！！
2021-03-28 10:48:11,哈哈哈哈哈哈哈
2021-03-28 10:22:40,可可爱爱
2021-03-28 08:43:12,这歌有点上头啊
2021-03-28 08:43:00,支持国产
2021-03-27 22:36:24,可可爱爱
2021-03-27 22:24:15,哈哈哈哈
2021-03-27 22:21:39,你们爱要不要，我们自产自销
2021-03-27 22:03:34,放火那个你给我过来
2021-03-27 22:02:00,真的很好看
2021-03-27 22:01:53,这棉花做被子不香吗
2021-03-27 22:01:50,真美
2021-03-27 21:58:10,你看上去很好吃
2021-03-27 21:43:49,好听
2021-03-27 21:42:06,是我们不对，我们不该压迫机器工作
2021-03-27 21:35:49,好活！哈哈哈哈
2021-03-27 21:24:31,祖国万岁在也不买阿迪耐克
2021-03-27 21:15:27,耐克找隔壁王大爷3分钱一斤收掉
2021-03-27 21:05:01,哇啊
2021-03-27 20:49:44,亚克西
2021-03-27 20:47:59,亚克西
2021-03-27 20:47:27,亚克西
2021-03-27 20:47:19,亚克西！
2021-03-27 20:25:42,亚克西？
2021-03-27 20:15:24,哈哈哈哈哈哈
2021-03-27 20:14:51,亚克西
2021-03-27 20:05:19,我该换新棉被了
2021-03-27 19:28:45,爷青回
2021-03-27 19:02:59,勿？？？？？
2021-03-27 18:53:16,祖国民族利益高于一切
2021-03-27 18:45:44,亚克西！
2021-03-27 18:32:55,回力很可以！
2021-03-27 18:27:37,哈哈哈哈哈哈哈哈哈哈哈哈
2021-03-27 16:54:13,大神呢，字幕给配上
2021-03-27 16:27:48,亚克亚克西
2021-03-27 16:27:29,哈哈哈哈太喜庆啦
2021-03-27 16:25:30,好漂亮的棉花
2021-03-27 16:12:02,棉花好可爱
2021-03-27 15:44:13,支持国产，李宁拜拜
2021-03-27 15:20:27,我们的雪白棉花 嘎嘎嘎
2021-03-27 14:45:03,多好
2021-03-27 14:41:08,支持国货！哈哈哈
2021-03-27 13:50:05,好好好！！
2021-03-27 13:46:35,棉花好好哟
2021-03-27 12:57:20,亚克西
2021-03-27 12:54:48,好袜
2021-03-27 12:54:42,棉花好喔！
2021-03-27 12:49:46,哈哈
2021-03-27 12:34:02,好家伙，宿舍起床铃
2021-03-27 12:19:51,亚克西
2021-03-27 12:10:32,嘿！我来了
2021-03-27 11:28:23,混音
2021-03-27 11:09:49,我决定今年买床新棉被
2021-03-27 11:01:17,巨星瑞士卷
2021-03-27 10:42:24,好喜庆
2021-03-27 10:26:09,人民的棉花比某些白人白
2021-03-27 10:21:35,弹棉花
2021-03-27 09:37:39,噢我的大棉襖！
2021-03-27 09:23:18,弹棉花呀弹棉花
2021-03-27 09:22:21,红红火火
2021-03-27 08:58:31,翘脚脚可爱哈哈哈哈哈
2021-03-27 08:45:32,FS19
2021-03-27 08:32:40,弹棉花来的
2021-03-27 08:27:09,原来这么印的，涨知识了
2021-03-27 07:56:39,真好啊这棉花
2021-03-27 07:14:44,这歌真上头
2021-03-27 06:45:21,李宁安踏起飞
2021-03-27 05:25:28,全都亚克西！
2021-03-27 01:26:57,活该，谁叫你们整天针对我，我就看着你们怎么倒霉，死逼们
2021-03-27 01:21:54,亚克西
2021-03-27 01:19:41,哈哈哈哈
2021-03-27 01:19:23,支持
2021-03-27 00:37:08,挖掘机永不为奴～
2021-03-27 00:00:49,亚克西
2021-03-26 23:50:30,亚克亚克西
2021-03-26 23:43:00,可恶啊，现在看个棉花都觉得好Q好可爱23333
2021-03-26 23:39:13,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2021-03-26 23:38:36,来二十斤
2021-03-26 23:34:42,真好！
2021-03-26 23:21:15,突然想到弹棉花
2021-03-26 23:09:18,亚克西!
2021-03-26 23:04:39,怪好听来
2021-03-26 23:01:17,亚克西亚克西
2021-03-26 23:01:08,亚克西
2021-03-26 22:50:53,上头，再来一遍
2021-03-26 22:49:30,钢铁怪兽下蛋了
2021-03-26 22:48:42,壮观
2021-03-26 22:24:20,扑进去打滚
2021-03-26 22:22:54,好软和啊
2021-03-26 22:19:45,都要争对。不然都觉得我们好欺负。不就鞋子 衣服而已
2021-03-26 22:19:18,支持
2021-03-26 22:08:43,支持国产!
2021-03-26 22:08:24,好好看!
2021-03-26 22:00:27,哈哈啊哈哈啊哈哈
2021-03-26 21:56:54,机器人也是人
2021-03-26 21:56:23,来了
2021-03-26 21:55:54,挖掘机哈哈哈 我爱了
2021-03-26 21:55:50,牛
2021-03-26 21:51:14,淘宝好像没什么影响啊？
2021-03-26 21:44:57,支持
2021-03-26 21:39:50,牛逼
2021-03-26 21:23:38,好看好看
2021-03-26 21:23:18,机器表示我太难了
2021-03-26 21:15:38,给我来两床棉被
2021-03-26 21:08:47,亚克西
2021-03-26 20:56:16,哈哈哈哈，可可爱爱
2021-03-26 20:50:34,有那味了
2021-03-26 20:48:47,亚克西
2021-03-26 20:46:41,爱我中华！
2021-03-26 20:37:22,好想吃
2021-03-26 20:28:55,亚克亚克西
2021-03-26 20:07:45,端起碗吃饭放下碗骂娘，想什么呢
2021-03-26 20:07:17,我小时候就在我家的棉花垛里打滚蹦蹦跳玩
2021-03-26 20:02:00,啊啊啊啊好像扑进这一大团棉花里啊啊
2021-03-26 19:51:04,棉花好。
2021-03-26 19:46:57,可可爱爱
2021-03-26 19:44:18,哈哈哈哈
2021-03-26 19:43:52,哈哈哈哈哈哈
2021-03-26 19:43:43,爱了
2021-03-26 19:43:33,爱了爱了
2021-03-26 19:43:29,哈哈哈哈哈哈好看好看
2021-03-26 19:43:17,哈哈哈哈
2021-03-26 19:36:13,这棉花真好！
2021-03-26 19:23:59,支持
2021-03-26 19:23:46,你要发这个我就不困了
2021-03-26 19:18:00,哈哈哈哈哈哈哈哈哈哈
2021-03-26 19:10:27,真不错！！
2021-03-26 19:05:53,弹棉花啊弹棉花。。。
2021-03-26 18:52:35,好舒服！！！！！！
2021-03-26 18:51:09,你们不要我们做被子睡觉还香呢
2021-03-26 18:51:00,棉花居然是地里面长出来的，我以为是树上呢
2021-03-26 18:47:40,不错，不错
2021-03-26 18:38:02,像下雪一样
2021-03-26 18:37:46,好漂亮啊
2021-03-26 18:32:15,666
2021-03-26 18:10:21,弹棉花啰~弹棉花~
2021-03-26 18:04:39,亚克西
2021-03-26 17:59:43,约翰迪尔
2021-03-26 17:49:14,我们自己消费
2021-03-26 17:11:09,看哭了
2021-03-26 16:52:53,我捡过
2021-03-26 16:35:41,赞赞赞
2021-03-26 15:38:03,外国人睁开你们的狗眼看看
2021-03-26 15:36:42,一直买李宁
2021-03-26 15:19:56,这东西手摘不好玩，扎手
2021-03-26 15:17:53,太好听了！
2021-03-26 14:58:47,这就是天堂吗
2021-03-26 14:42:29,亚克西
2021-03-26 14:42:09,亚克西
2021-03-26 14:41:18,每次下雨 我都在外面玩 这边下雨 很少的
2021-03-26 14:40:55,下雨 很少的 朋友们
2021-03-26 14:28:45,好漂亮
2021-03-26 14:24:31,想去打个滚儿
2021-03-26 14:18:06,再也不买耐克阿迪
2021-03-26 14:17:55,匹克态极
2021-03-26 14:17:54,支持
2021-03-26 14:10:05,我直接投币
2021-03-26 14:08:59,哈哈哈哈哈，
2021-03-26 14:02:26,长绒棉，贼舒服
2021-03-26 13:35:13,国厂鞋就要崛起了
2021-03-26 13:06:59,hm居然tb搜不到了
2021-03-26 12:57:22,NIKE找死
2021-03-26 12:54:57,乐起来了
2021-03-26 12:52:02,昨天我还看到有UP主推荐抢购Nike的
2021-03-26 12:51:19,支持！
2021-03-26 12:46:00,你币有了
2021-03-26 12:44:43,哇原来是这样运输的嘛……
2021-03-26 12:43:56,喜气洋洋
2021-03-26 12:43:41,亚克西～
2021-03-26 12:42:28,东北大米怎么不说不是一个道理吗
2021-03-26 12:24:42,亚克西
2021-03-26 12:15:58,好欢快
2021-03-26 12:15:53,哈哈哈哈
2021-03-26 12:00:51,在南方这东西不怎么用得到
2021-03-26 11:46:26,好好好
2021-03-26 11:42:52,好听
2021-03-26 11:15:45,好看
2021-03-26 11:12:50,好家伙
2021-03-26 10:21:07,Nike
2021-03-26 09:43:22,智械崛起
2021-03-26 09:41:01,棒棒棒
2021-03-26 09:40:53,吔
2021-03-26 09:29:43,有那味了
2021-03-26 09:04:28,好！！！！
2021-03-26 08:23:42,几个狗公司，真的是在搞笑
2021-03-26 08:17:15,爷青回
2021-03-26 06:39:25,真的真的，支持李宁啊啊啊
2021-03-26 04:32:14,可可爱爱
2021-03-26 02:42:57,会整活儿了哈哈哈
2021-03-26 02:42:44,哈哈哈
2021-03-26 02:31:34,还是这歌好听
2021-03-26 02:31:09,nike我已经两年坚持不买了，我果然没看错牌
2021-03-26 02:12:16,弹幕呢？
2021-03-26 02:09:46,哈哈哈
2021-03-26 01:16:28,支持中国！
2021-03-26 01:07:47,这么多棉花呀
2021-03-26 01:05:35,好东西啊
2021-03-26 01:03:48,哇蛋卷
2021-03-26 01:00:47,民族音乐真好听
2021-03-26 00:55:33,看起来很好吃………
2021-03-26 00:45:18,亚克西
2021-06-12 15:24:02,我是要站着还把钱挣了
